reading,hanja,unicode,meaning_kw,meaning_tags
정,酊,U+914A,비틀거릴,균형
정,静,U+9759,,균형
제,姼,U+59FC,,균형
제,晢,U+6662,별이 반짝반짝 할,균형
제,娣,U+5A23,여동생,균형
제,擠,U+64E0,물리칠,균형
제,猘,U+7318,미친개,개방
제,睇,U+7747,흘끗 볼,균형
제,稊,U+7A0A,강아지풀,강인함
제,緹,U+7DF9,붉은 비단,균형
제,踶,U+8E36,찰,균형
제,蹏,U+8E4F,굽,균형
제,躋,U+8E8B,오를,균형
제,鍗,U+9357,큰 가마,성장
제,隄,U+9684,둑,균형
제,韲,U+97F2,양념할,균형
제,濟,U+6FDF,나루,균형
제,済,U+6E08,건널,균형
조,雕,U+96D5,독수리,균형
조,昭,U+662D,밝을,밝음
조,嶆,U+5D86,,균형
조,佻,U+4F7B,방정맞을,개방|청렴
조,傮,U+50AE,마칠,균형
조,刁,U+5201,바라,균형
조,厝,U+539D,둘,균형
조,嘈,U+5608,지껄일,밝음
조,噪,U+566A,떠들썩할,균형
조,嬥,U+5B25,날씬할,균형
조,徂,U+5F82,갈,균형
조,懆,U+61C6,근심할,균형
조,找,U+627E,채울,균형
조,殂,U+6B82,죽을,균형
조,曹,U+66F9,무리,균형
조,曺,U+66FA,성,균형
조,棗,U+68D7,대추나무,균형
조,𠄬,U+2012C,,균형
족,足,U+8DB3,발,균형
족,族,U+65CF,겨레,균형
족,簇,U+7C07,모일,밝음
족,鏃,U+93C3,화살촉,균형
족,瘯,U+762F,피부병 이름,균형
존,存,U+5B58,있을,균형
존,尊,U+5C0A,존귀할,균형
존,拵,U+62F5,꽂을,균형
졸,卒,U+5352,군사,균형
졸,拙,U+62D9,서툴,균형
졸,猝,U+731D,갑자기,균형
종,椶,U+6936,종려나무,균형
종,棕,U+68D5,종려나무,균형
종,蹤,U+8E64,자취,균형
종,踪,U+8E2A,자취,균형
좌,左,U+5DE6,왼,균형
좌,坐,U+5750,앉을,균형
좌,佐,U+4F50,도울,균형
좌,座,U+5EA7,자리,균형
좌,挫,U+632B,꺽을,균형
좌,剉,U+5249,꺽을,균형
좌,痤,U+75E4,뾰루지,균형
좌,莝,U+839D,여물,균형
좌,髽,U+9AFD,북상투,균형
죄,罪,U+7F6A,허물,균형
주,舟,U+821F,배,균형
주,周,U+5468,두루,균형
주,株,U+682A,그루,균형
주,州,U+5DDE,고을,균형
주,皗,U+7697,,균형
주,邾,U+90BE,나라이름,균형
주,䎻,U+43BB,,균형
주,絑,U+7D51,,균형
주,䝬,U+476C,,균형
주,椆,U+6906,,균형
주,㫶,U+3AF6,,균형
주,珘,U+73D8,,균형
주,紸,U+7D38,,균형
주,調,U+8ABF,아침,균형
주,晭,U+666D,,균형
주,丟,U+4E1F,갈,균형
주,侜,U+4F9C,속일,밝음
주,儔,U+5114,무리,균형
주,遒,U+9052,다가설,균형
주,逎,U+900E,,균형
주,湊,U+6E4A,모일,밝음
주,凑,U+51D1,모일,밝음
죽,竹,U+7AF9,대,균형
죽,粥,U+7CA5,죽,균형
준,準,U+6E96,수준기,균형
준,俊,U+4FCA,준걸,균형
준,遵,U+9075,좇을,균형
준,樽,U+6A3D,술그릇,균형
준,蠢,U+8822,꿈틀거릴,균형
준,逡,U+9021,뒷걸음칠,균형
준,純,U+7D14,선으로 두를,균형
준,葰,U+8470,,균형
준,竴,U+7AF4,,균형
준,僔,U+50D4,모을,집중
준,陖,U+9656,,균형
준,睃,U+7743,,균형
준,餕,U+9915,대궁,균형
준,迿,U+8FFF,,균형
준,惷,U+60F7,어수선할,균형
준,𨶊,U+28D8A,,균형
준,懏,U+61CF,,균형
준,凖,U+51D6,準의 俗,균형
준,濬,U+6FEC,칠,균형
준,䜭,U+472D,,균형
준,埈,U+57C8,가파를,균형
중,中,U+4E2D,가운데,균형
중,重,U+91CD,무거울,균형
중,衆,U+8846,무리,균형
중,仲,U+4EF2,버금,균형
중,眾,U+773E,무리,균형
즉,卽,U+537D,곧,균형
즉,喞,U+559E,두런거릴,균형
즉,即,U+5373,곧,균형
증,烝,U+70DD,김 오를,균형
증,甑,U+7511,시루,균형
증,拯,U+62EF,건질,균형
증,繒,U+7E52,비단,균형
증,嶒,U+5D92,산 높고 험할,균형
증,矰,U+77F0,주살,균형
증,罾,U+7F7E,어망,균형
지,知,U+77E5,알,균형
지,𥎵,U+253B5,,균형
지,智,U+667A,슬기,지혜
지,𥏾,U+253FE,,균형
직,直,U+76F4,곧을,균형
직,職,U+8077,벼슬,균형
직,織,U+7E54,짤,균형
직,稙,U+7A19,올벼,균형
직,稷,U+7A37,기장,강인함
직,禝,U+799D,사람 이름,균형
진,振,U+632F,떨칠,균형
진,鎭,U+93AD,누를,균형
진,陣,U+9663,줄,균형
진,陳,U+9673,늘어놓을,균형
질,質,U+8CEA,바탕,균형
질,秩,U+79E9,차례,균형
질,疾,U+75BE,병,균형
질,姪,U+59EA,조카,균형
집,集,U+96C6,모일,밝음
집,執,U+57F7,잡을,균형
집,什,U+4EC0,세간,균형
집,潗,U+6F57,샘솟을,균형
집,輯,U+8F2F,모을,집중
집,楫,U+696B,노,균형
집,鏶,U+93F6,판금,균형
집,緝,U+7DDD,낳을,균형
집,咠,U+54A0,참소할,균형
집,戢,U+6222,그칠,균형
집,𬄕,U+2C115,,균형
징,徵,U+5FB5,부를,균형
징,懲,U+61F2,혼날,균형
징,澄,U+6F84,맑을,청렴
징,澂,U+6F82,맑을,청렴
징,瀓,U+7013,맑을,청렴
징,癥,U+7665,적취,균형
징,瞪,U+77AA,바로 볼,균형
착,着,U+7740,붙을,균형
착,錯,U+932F,섞일,밝음
착,捉,U+6349,잡을,균형
착,搾,U+643E,짤,균형
착,窄,U+7A84,좁을,균형
착,鑿,U+947F,뚫을,균형
착,齪,U+9F6A,악착할,균형
착,戳,U+6233,창으로 찌를,균형
착,擉,U+64C9,찌를,균형
착,斲,U+65B2,깎을,균형
찬,贊,U+8D0A,도울,균형
찬,讚,U+8B9A,기릴,균형
찰,察,U+5BDF,살필,균형
찰,札,U+672D,패,균형
찰,刹,U+5239,절,균형
찰,擦,U+64E6,뿌릴,균형
찰,紮,U+7D2E,감을,균형
찰,扎,U+624E,뺄,균형
참,參,U+53C3,간여할,균형
참,慘,U+6158,참혹할,균형
참,慙,U+6159,부끄러울,균형
참,慚,U+615A,부끄러울,균형
창,滄,U+6EC4,찰,균형
창,淐,U+6DD0,,균형
창,晿,U+667F,,균형
창,淌,U+6DCC,,균형
창,倀,U+5000,미칠,균형
창,傖,U+5096,천할,균형
창,凔,U+51D4,찰,균형
창,刱,U+5231,비롯할,균형
창,悵,U+60B5,슬퍼할,균형
창,惝,U+60DD,멍할,균형
창,戧,U+6227,다칠,균형
창,搶,U+6436,닿을,균형
창,氅,U+6C05,새털,균형
창,瑲,U+7472,옥 소리,균형
채,菜,U+83DC,나물,균형
채,採,U+63A1,캘,균형
채,彩,U+5F69,무늬,균형
채,債,U+50B5,빚,균형
채,采,U+91C7,캘,균형
채,埰,U+57F0,영지,균형
채,寀,U+5BC0,녹봉,균형
채,蔡,U+8521,거북,균형
채,綵,U+7DB5,비단,균형
채,寨,U+5BE8,울짱,균형
채,砦,U+7826,울타리,균형
채,釵,U+91F5,비녀,균형
채,琗,U+7417,,균형
채,責,U+8CAC,꾸짖을,균형
채,棌,U+68CC,참나무,균형
채,婇,U+5A47,,균형
채,睬,U+776C,주목할,균형
채,茝,U+831D,구리때,균형
책,責,U+8CAC,꾸짖을,균형
책,冊,U+518A,책,균형
책,策,U+7B56,채찍,균형
책,柵,U+67F5,울짱,균형
책,嘖,U+5616,외칠,균형
책,幘,U+5E58,건,균형
책,磔,U+78D4,찢을,균형
책,笧,U+7B27,책 상자,균형
책,簀,U+7C00,살평상,균형
책,蚱,U+86B1,벼메뚜기,균형
책,册,U+518C,책,균형
처,妻,U+59BB,아내,균형
처,處,U+8655,살,균형
처,凄,U+51C4,쓸쓸할,균형
처,悽,U+60BD,슬퍼할,균형
처,淒,U+6DD2,쓸쓸할,균형
처,萋,U+840B,풀 성하게 우거진 모양,균형
처,覷,U+89B7,엿볼,균형
처,郪,U+90EA,고을 이름,균형
처,処,U+51E6,위치할,균형
척,尺,U+5C3A,자,균형
척,斥,U+65A5,물리칠,균형
척,拓,U+62D3,주울,균형
척,戚,U+621A,겨레,균형
척,墌,U+588C,,균형
척,坧,U+5767,기지,균형
척,慼,U+617C,근심할,균형
척,慽,U+617D,근심할,균형
천,淺,U+6DFA,얕을,균형
천,賤,U+8CE4,천할,균형
천,踐,U+8E10,밟을,균형
천,遷,U+9077,옮길,균형
철,鐵,U+9435,쇠,균형
철,哲,U+54F2,밝을,밝음
철,徹,U+5FB9,통할,개방
철,喆,U+5586,밝을,밝음
철,鉄,U+9244,쇠,균형
첨,尖,U+5C16,뾰족할,균형
첨,添,U+6DFB,더할,균형
첨,甜,U+751C,달,균형
첨,甛,U+751B,달,균형
첩,妾,U+59BE,첩,균형
첩,帖,U+5E16,표제,균형
첩,捷,U+6377,이길,균형
첩,堞,U+581E,성가퀴,균형
첩,牒,U+7252,글씨판,균형
첩,疊,U+758A,거듭,균형
첩,睫,U+776B,속눈썹,균형
첩,諜,U+8ADC,염탐할,균형
첩,貼,U+8CBC,붙을,균형
첩,輒,U+8F12,문득,균형
첩,倢,U+5022,빠를,균형
첩,呫,U+546B,맛 볼,균형
첩,喋,U+558B,재잘거릴,균형
첩,怗,U+6017,고요할,안정
첩,褺,U+893A,겹옷,균형
청,菁,U+83C1,부추꽃,균형
청,鯖,U+9BD6,청어,청렴
청,凊,U+51CA,서늘할,균형
청,圊,U+570A,뒷간,균형
청,蜻,U+873B,귀뚜라미,균형
청,鶄,U+9D84,교청새,청렴
청,婧,U+5A67,날씬한,균형
초,草,U+8349,풀,균형
초,艸,U+8278,풀,균형
촉,促,U+4FC3,핍박할,균형
촉,燭,U+71ED,촛불,균형
촉,觸,U+89F8,받을,균형
촉,囑,U+56D1,부탁할,균형
촉,矗,U+77D7,곧을,균형
촉,蜀,U+8700,촉규화벌레,균형
촉,曯,U+66EF,비칠,균형
촉,爥,U+7225,비칠,균형
촉,矚,U+77DA,볼,균형
촉,薥,U+85A5,촉규화,균형
촉,躅,U+8E85,자취,균형
촉,髑,U+9AD1,해골,밝음
촌,寸,U+5BF8,치,균형
촌,村,U+6751,마을,균형
촌,忖,U+5FD6,헤아릴,균형
촌,吋,U+540B,인치(inch),균형
촌,邨,U+90A8,마을,균형
총,銃,U+9283,도끼 구멍,균형
총,總,U+7E3D,꿰맬,균형
총,聰,U+8070,귀 밝을,밝음
총,寵,U+5BF5,사랑할,균형
총,叢,U+53E2,떨기,균형
총,悤,U+60A4,바쁠,균형
총,憁,U+6181,실심할,균형
총,摠,U+6460,거느릴,균형
총,蔥,U+8525,파,균형
총,冢,U+51A2,무덤,균형
총,葱,U+8471,풀 더북할,균형
총,蓯,U+84EF,풀 더북할,균형
총,鏦,U+93E6,창,균형
총,驄,U+9A44,총이말,균형
총,聡,U+8061,,균형
총,塚,U+585A,무덤,균형
총,総,U+7DCF,다,균형
최,最,U+6700,가장,강인함
최,催,U+50AC,재촉할,균형
최,崔,U+5D14,산 우뚝할,균형
최,嘬,U+562C,물,균형
최,摧,U+6467,꺾을,균형
최,榱,U+69B1,서까래,균형
최,漼,U+6F3C,깊을,균형
최,璀,U+7480,옥빛 찬란할,밝음
최,磪,U+78EA,험하고 높을,균형
최,縗,U+7E17,상복,균형
최,脧,U+8127,불알,균형
추,鰌,U+9C0C,미꾸라지,균형
추,鰍,U+9C0D,미꾸라지,균형
축,軸,U+8EF8,바디집,균형
축,竺,U+7AFA,나라이름,균형
축,筑,U+7B51,비파,균형
축,蹙,U+8E59,찡그릴,균형
축,蹴,U+8E74,찰,균형
축,妯,U+59AF,동서,균형
축,舳,U+8233,고물,균형
축,豖,U+8C56,발 얽은 돼지걸음,균형
축,蹜,U+8E5C,발 끌어 디딜,균형
축,鼀,U+9F00,두꺼비,균형
춘,春,U+6625,봄,균형
춘,椿,U+693F,참죽나무,균형
춘,瑃,U+7443,옥 이름,균형
춘,賰,U+8CF0,,균형
출,出,U+51FA,날,균형
출,朮,U+672E,삽주뿌리,균형
출,黜,U+9EDC,내칠,균형
출,秫,U+79EB,차조,균형
충,充,U+5145,가득찰,균형
충,忠,U+5FE0,충성,균형
충,蟲,U+87F2,벌레,균형
충,衝,U+885D,충돌할,균형
충,珫,U+73EB,귀고리 옥,균형
충,沖,U+6C96,깊을,균형
충,衷,U+8877,가운데,균형
충,忡,U+5FE1,근심할,균형
충,虫,U+866B,벌레,균형
충,冲,U+51B2,깊을,균형
취,翠,U+7FE0,비취,균형
취,聚,U+805A,모을,집중
취,嘴,U+5634,부리,균형
취,娶,U+5A36,장가들,강인함
취,炊,U+708A,불 지필,균형
취,脆,U+8106,연할,균형
취,驟,U+9A5F,몰아갈,균형
취,鷲,U+9DF2,독수리,균형
취,冣,U+51A3,쌓을,균형
취,橇,U+6A47,진흙 썰매,균형
취,毳,U+6BF3,솜털,균형
측,側,U+5074,곁,균형
측,測,U+6E2C,측량할,균형
측,仄,U+4EC4,기울,균형
측,惻,U+60FB,슬플,균형
측,廁,U+5EC1,뒷간,균형
측,昃,U+6603,기울,균형
측,厠,U+53A0,뒷간,균형
층,層,U+5C64,겹,균형
치,輜,U+8F1C,짐수레,균형
치,稚,U+7A1A,어린 벼,균형
치,卮,U+536E,술잔,균형
치,哆,U+54C6,입 딱 벌일,밝음
치,寘,U+5BD8,둘,균형
치,畤,U+7564,제터,균형
치,痓,U+75D3,풍병,균형
치,絺,U+7D7A,가는 칡베,균형
치,菑,U+83D1,따비밭,균형
치,薙,U+8599,풀 깎을,균형
치,褫,U+892B,옷 빼앗을,균형
치,豸,U+8C78,발 없는 벌레,균형
치,跱,U+8DF1,머뭇거릴,균형
치,錙,U+9319,저울눈,균형
치,癡,U+7661,어리석을,균형
치,痴,U+75F4,어리석을,균형
치,穉,U+7A49,어릴,균형
칙,則,U+5247,법칙,균형
칙,勅,U+52C5,신칙할,균형
칙,飭,U+98ED,갖출,균형
칙,敕,U+6555,경계할,균형
친,親,U+89AA,사랑할,균형
친,櫬,U+6AEC,관,균형
친,襯,U+896F,속옷,균형
칠,七,U+4E03,일곱,밝음
칠,漆,U+6F06,옻나무,균형
칠,柒,U+67D2,일곱,밝음
침,琛,U+741B,보배,균형
침,砧,U+7827,방칫돌,개방
침,鍼,U+937C,바늘,균형
침,棽,U+68FD,,균형
침,寖,U+5BD6,젖을,균형
침,忱,U+5FF1,믿을,균형
침,椹,U+6939,모탕,균형
침,郴,U+90F4,땅이름,균형
침,鋟,U+92DF,새길,균형
침,駸,U+99F8,말 몰아 달릴,균형
칭,稱,U+7A31,저울질할,균형
칭,秤,U+79E4,저울,균형
쾌,快,U+5FEB,기분이 좋을,균형
쾌,夬,U+592C,결단할,균형
쾌,噲,U+5672,목구멍,균형
타,他,U+4ED6,다를,균형
타,打,U+6253,때릴,균형
타,妥,U+59A5,편안할,안정
타,墮,U+58AE,떨어질,지혜
타,橢,U+6A62,둥글길죽할,균형
타,楕,U+6955,길고 둥글,균형
탁,濁,U+6FC1,흐릴,균형
탁,托,U+6258,밀칠,균형
탁,濯,U+6FEF,씻을,균형
탁,卓,U+5353,높을,균형
탁,橐,U+6A50,전대,균형
탁,槖,U+69D6,,균형
탄,炭,U+70AD,숯,균형
탄,歎,U+6B4E,탄식할,균형
탄,彈,U+5F48,쏠,균형
탄,誕,U+8A95,기를,균형
탄,呑,U+5451,삼킬,균형
탄,坦,U+5766,너그러울,균형
탄,灘,U+7058,여울,균형
탄,嘆,U+5606,한숨쉴,균형
탄,憚,U+619A,수고로울,균형
탄,綻,U+7DBB,옷 터질,균형
탄,暺,U+66BA,,균형
탄,憻,U+61BB,평탄할,균형
탄,攤,U+6524,열,개방
탄,殫,U+6BAB,다할,균형
탄,癱,U+7671,중풍증,균형
탄,驒,U+9A52,돈짝무늬총이말,균형
탈,脫,U+812B,벗어날,균형
탈,奪,U+596A,빼앗을,균형
탈,侻,U+4FBB,간사할,균형
탐,探,U+63A2,더듬을,균형
탐,貪,U+8CAA,탐할,균형
탐,耽,U+803D,즐길,균형
탐,眈,U+7708,노려볼,균형
탐,嗿,U+55FF,여럿이 먹는 소리,균형
탐,忐,U+5FD0,마을 허할,균형
탐,酖,U+9156,술 즐길,균형
탑,塔,U+5854,탑,균형
탑,榻,U+69BB,평상,균형
탑,傝,U+509D,답답할,균형
탑,塌,U+584C,낮은 땅,균형
탑,搨,U+6428,비문 박을,균형
탕,湯,U+6E6F,물 끓일,밝음
탕,宕,U+5B95,골집,균형
탕,帑,U+5E11,나라 곳집,균형
탕,糖,U+7CD6,엿,균형
탕,蕩,U+8569,넓고 클,성장|개방
탕,燙,U+71D9,씻을,균형
탕,盪,U+76EA,씻을,균형
탕,碭,U+78AD,무늬진 돌,균형
탕,蘯,U+862F,쓸,균형
택,宅,U+5B85,집,균형
택,澤,U+6FA4,못,균형
택,擇,U+64C7,가릴,균형
택,垞,U+579E,언덕,균형
토,土,U+571F,흙,균형
토,吐,U+5410,토할,균형
토,討,U+8A0E,다스릴,균형
토,兔,U+5154,토끼,균형
토,兎,U+514E,토키,균형
통,通,U+901A,뚫릴,균형
통,統,U+7D71,거느릴,균형
통,痛,U+75DB,아플,균형
통,桶,U+6876,엿되들이 통,개방
통,慟,U+615F,서러울,균형
통,洞,U+6D1E,구렁,균형
통,筒,U+7B52,사통대,개방
통,恫,U+606B,슬플,균형
통,樋,U+6A0B,대 홈,균형
통,筩,U+7B69,대나무통,개방
퇴,退,U+9000,물러갈,균형
퇴,堆,U+5806,흙무더기 퇴 놓을,균형
퇴,槌,U+69CC,몽둥이,균형
퇴,腿,U+817F,넓적다리,개방
퇴,褪,U+892A,옷 벗을,균형
퇴,頹,U+9839,기울어질,지혜
퇴,隤,U+96A4,무너질,균형
투,投,U+6295,던질,균형
투,透,U+900F,통할,개방
투,鬪,U+9B2A,싸움,균형
투,偸,U+5078,훔칠,균형
투,套,U+5957,전례,균형
투,妬,U+59AC,투기할,균형
투,妒,U+5992,투기할,균형
투,渝,U+6E1D,빛 변할,밝음
투,骰,U+9AB0,주사위,균형
특,特,U+7279,우뚝할,균형
특,慝,U+615D,간악할,균형
특,忒,U+5FD2,변할,균형
판,判,U+5224,판단할,균형
판,板,U+677F,널조각,균형
판,販,U+8CA9,장사,강인함
판,版,U+7248,조각,균형
판,阪,U+962A,산비탈,균형
판,坂,U+5742,언덕,균형
판,瓣,U+74E3,외씨,균형
판,辦,U+8FA6,힘들일,밝음
판,鈑,U+9211,불린 금,균형
팔,八,U+516B,여덟,균형
팔,叭,U+53ED,나팔,균형
팔,捌,U+634C,깨뜨릴,균형
팔,朳,U+6733,고무래,균형
팔,汃,U+6C43,물결치는 소리,균형
패,貝,U+8C9D,조개,개방
패,敗,U+6557,헐어질,지혜
패,浿,U+6D7F,물이름,균형
패,佩,U+4F69,패옥,균형
패,牌,U+724C,방 붙일,밝음|개방
패,唄,U+5504,염불소리,균형
패,悖,U+6096,거스를,균형
패,沛,U+6C9B,둥둥 뜰,균형
패,狽,U+72FD,이리,균형
패,稗,U+7A17,돌피,균형
패,霸,U+9738,으뜸,균형
패,孛,U+5B5B,혜성,균형
패,旆,U+65C6,기,균형
패,珮,U+73EE,노리개,개방
패,霈,U+9708,비 쏟아질,균형
패,覇,U+8987,으뜸,균형
편,扁,U+6241,특별할,균형
편,翩,U+7FE9,훌쩍 날,균형
편,鞭,U+97AD,채찍,균형
편,騙,U+9A19,속일,밝음
편,匾,U+533E,납작할,균형
편,徧,U+5FA7,두루 미칠,균형
편,惼,U+60FC,조급할,균형
편,緶,U+7DF6,꿰맬,균형
편,艑,U+8251,거룻배,균형
편,萹,U+8439,마디풀,균형
편,蝙,U+8759,박쥐,균형
편,褊,U+890A,좁을,균형
편,諞,U+8ADE,공교한 말,균형
평,平,U+5E73,평탄할,균형
평,評,U+8A55,평론할,균형
평,坪,U+576A,벌판,균형
평,枰,U+67B0,장기판,강인함
평,泙,U+6CD9,물소리,균형
평,萍,U+840D,마름,균형
평,怦,U+6026,맘 급할,균형
평,抨,U+62A8,탄핵할,균형
평,苹,U+82F9,맑은 대쑥,청렴
평,蓱,U+84F1,마름,균형
평,鮃,U+9B83,가자미,균형
폐,陛,U+965B,대궐 섬돌,균형
폐,吠,U+5420,짖을,균형
폐,嬖,U+5B16,사랑할,균형
폐,斃,U+6583,죽을,균형
폐,敝,U+655D,옷 해질,밝음
폐,狴,U+72F4,짐승이름,균형
폐,獘,U+7358,곤할,균형
폐,癈,U+7648,고질병,균형
포,脯,U+812F,포,균형
포,苞,U+82DE,그령풀,균형
포,蒲,U+84B2,부들풀,균형
포,袍,U+888D,도포,균형
포,逋,U+900B,달아날,균형
포,鮑,U+9B91,절인 생선,균형
포,拋,U+62CB,던질,균형
포,儤,U+5124,번 설,균형
포,庖,U+5E96,푸줏간,균형
포,晡,U+6661,신시,균형
포,曓,U+66D3,급할,균형
포,炮,U+70AE,그슬릴,균형
포,炰,U+70B0,그슬,균형
포,誧,U+8AA7,꾀할,균형
포,抛,U+629B,던질,균형
폭,暴,U+66B4,햇빛 쪼일,밝음
폭,爆,U+7206,불터질,균형
폭,幅,U+5E45,폭,균형
폭,曝,U+66DD,햇볕에 말릴,밝음
폭,瀑,U+7011,폭포수,균형
폭,輻,U+8F3B,바퀴살통,개방
표,表,U+8868,겉,균형
표,票,U+7968,쪽지,균형
표,標,U+6A19,표시할,균형
표,漂,U+6F02,뜰,균형
표,飆,U+98C6,폭풍,균형
표,飇,U+98C7,회오리바람,균형
품,品,U+54C1,뭇,균형
품,稟,U+7A1F,여쭐,균형
풍,風,U+98A8,바람,균형
풍,豐,U+8C50,풍년,균형
풍,諷,U+8AF7,비유로 간할,균형
풍,馮,U+99AE,벼슬이름,균형
풍,楓,U+6953,단풍나무,균형
풍,瘋,U+760B,두풍,균형
풍,豊,U+8C4A,풍년,균형
피,披,U+62AB,헤칠,균형
피,陂,U+9642,기울어질,지혜
피,詖,U+8A56,말 잘할,균형
피,鞁,U+9781,말 가슴걸이,균형
피,髲,U+9AF2,머리쓰개,개방
필,必,U+5FC5,반드시,균형
필,匹,U+5339,짝,균형
필,筆,U+7B46,붓,균형
필,畢,U+7562,마칠,균형
하,廈,U+5EC8,큰 집,성장
하,厦,U+53A6,큰 집,성장
하,夏,U+590F,여름,균형
하,昰,U+6630,여름,균형
학,學,U+5B78,배울,균형
학,鶴,U+9DB4,두루미,균형
학,壑,U+58D1,골짜기,균형
학,虐,U+8650,사나울,균형
학,謔,U+8B14,희롱할,균형
학,嗃,U+55C3,꾸짖을,균형
학,狢,U+72E2,오소리,균형
학,瘧,U+7627,학질,지혜
학,皬,U+76AC,흴,균형
학,确,U+786E,확실할,균형
학,郝,U+90DD,고을 이름,균형
학,鷽,U+9DFD,메까치,균형
학,学,U+5B66,배울,균형
할,割,U+5272,벨,균형
할,轄,U+8F44,다스릴,균형
할,瞎,U+778E,애꾸눈,균형
함,咸,U+54B8,모두,균형
함,含,U+542B,머금을,균형
함,陷,U+9677,빠질,균형
함,函,U+51FD,상자,균형
함,涵,U+6DB5,젖을,균형
함,艦,U+8266,싸움배,균형
함,喊,U+558A,소리,균형
함,檻,U+6ABB,우리,균형
함,緘,U+7DD8,봉할,균형
함,銜,U+929C,재갈,균형
함,鹹,U+9E79,짤,균형
함,菡,U+83E1,연봉오리,균형
함,莟,U+839F,꽃봉오리,균형
함,諴,U+8AF4,화할,균형
함,轞,U+8F5E,함거,균형
함,闞,U+95DE,범 소리,균형
함,啣,U+5563,재갈,균형
합,合,U+5408,합할,균형
합,哈,U+54C8,한 모금,균형
합,盒,U+76D2,소반 뚜껑,균형
합,蛤,U+86E4,조개,개방
합,閤,U+95A4,도장,강인함
합,闔,U+95D4,문짝,균형
합,陜,U+965C,땅이름,균형
합,匌,U+530C,기운 답답할,균형
합,嗑,U+55D1,잔말할,균형
합,柙,U+67D9,우리,균형
합,榼,U+69BC,술그릇,균형
합,溘,U+6E98,문득,균형
합,盍,U+76CD,덮을,균형
합,郃,U+90C3,땅이름,균형
항,亢,U+4EA2,목,균형
항,沆,U+6C86,큰 물,성장
항,姮,U+59EE,항아,균형
항,伉,U+4F09,강직할,강인함
항,杭,U+676D,건널,균형
항,桁,U+6841,수갑,균형
항,缸,U+7F38,항아리,균형
항,肛,U+809B,똥구멍,균형
항,行,U+884C,시장,강인함
항,降,U+964D,항복할,균형
항,夯,U+592F,멜,균형
항,炕,U+7095,마를,균형
항,缿,U+7F3F,항통,개방
항,頏,U+980F,목,균형
항,恒,U+6052,늘,균형
항,恆,U+6046,항상,균형
항,嫦,U+5AE6,항아,균형
해,澥,U+6FA5,,균형
해,祄,U+7944,,균형
해,晐,U+6650,,균형
해,嶰,U+5DB0,골짝 사이,균형
해,廨,U+5EE8,관청,청렴
해,欬,U+6B2C,기침할,균형
해,獬,U+736C,신통한 양,개방
해,痎,U+75CE,학질,지혜
해,薤,U+85A4,염교,균형
해,醢,U+91A2,젓,균형
해,頦,U+9826,턱,균형
해,鮭,U+9BAD,어채,균형
해,䀭,U+402D,,균형
해,絯,U+7D6F,,균형
해,海,U+6D77,바다,균형
핵,核,U+6838,실과,균형
핵,劾,U+52BE,캐물을,균형
핵,翮,U+7FEE,깃촉,균형
핵,覈,U+8988,핵실할,균형
행,行,U+884C,다닐,균형
행,幸,U+5E78,다행할,균형
행,杏,U+674F,살구,균형
행,倖,U+5016,요행,균형
행,荇,U+8347,마름풀,균형
행,涬,U+6DAC,,균형
행,悻,U+60BB,발끈 성낼,균형
향,珦,U+73E6,옥 이름,균형
향,嚮,U+56AE,향할,균형
향,餉,U+9909,먹일,밝음
향,饗,U+9957,잔치할,균형
향,麘,U+9E98,,균형
향,晑,U+6651,,균형
향,薌,U+858C,곡기,균형
허,虛,U+865B,빌,균형
허,許,U+8A31,허락할,균형
허,墟,U+589F,옛 터,균형
허,噓,U+5653,불,균형
허,歔,U+6B54,한숨 쉴,균형
헌,軒,U+8ED2,초헌,균형
헌,憲,U+61B2,법,균형
헌,獻,U+737B,바칠,균형
헌,櫶,U+6AF6,나무 이름,균형
헌,䡣,U+4863,,균형
헌,㦥,U+39A5,,균형
헌,昍,U+660D,,균형
헌,巚,U+5DDA,봉우리,균형
헌,幰,U+5E70,수레 안장,강인함
헌,攇,U+6507,비길,균형
험,險,U+96AA,험할,균형
험,驗,U+9A57,시험할,균형
험,嶮,U+5DAE,산 가파를,균형
험,獫,U+736B,험윤 오랑캐,균형
험,玁,U+7381,오랑캐 이름,균형
혁,革,U+9769,가죽,균형
혁,赫,U+8D6B,불 이글이글할,균형
혁,爀,U+7200,불빛,밝음
혁,奕,U+5955,아름다울,균형
혁,焱,U+7131,불꽃,균형
혁,侐,U+4F90,고요할,안정
혁,焃,U+7103,,균형
혁,𧹽,U+27E7D,,균형
혁,嚇,U+5687,노할,균형
혁,弈,U+5F08,바둑둘,균형
혁,洫,U+6D2B,넘칠,균형
혁,鬩,U+9B29,송사할,균형
현,衒,U+8852,자랑할,균형
현,弦,U+5F26,시위,균형
현,儇,U+5107,영리할,균형
현,譞,U+8B5E,,균형
현,怰,U+6030,,균형
현,䧋,U+49CB,,균형
현,鋗,U+92D7,노구솥,균형
현,㢺,U+38BA,,균형
현,琄,U+7404,옥 모양,균형
현,嬛,U+5B1B,산뜻할,균형
현,娊,U+5A0A,,균형
현,妶,U+59B6,,균형
현,灦,U+7066,,균형
현,㭹,U+3B79,,균형
현,顯,U+986F,나타날,균형
현,顕,U+9855,나타날,균형
현,䝮,U+476E,,균형
혈,血,U+8840,피,균형
혈,穴,U+7A74,굴,균형
